"","porifera","bryozoa","ascidiacea_c","ascidiacea_s","foraminifera","other_algae","annelida","bivalvia","hydrozoa","prokariotic_biotas","Cirripedia","No_Recruitment","Sediments","CCA"
"P50ARMS2A_2T",41.6666666666667,4.16666666666667,0,0,8.33333333333333,0,4.16666666666667,4.16666666666667,2.08333333333333,12.5,0,12.5,0,10.4166666666667
"P50ARMS2A_3B",17.3913043478261,30.4347826086956,17.3913043478261,0,2.17391304347826,0,17.3913043478261,0,2.17391304347826,8.69565217391304,0,4.34782608695652,0,0
"P50ARMS2A_3T",0,0,0,0,0,0,35.2941176470588,0,14.7058823529412,2.94117647058824,0,32.3529411764706,0,14.7058823529412
"P50ARMS2A_4B",22.8571428571429,11.4285714285714,17.1428571428571,0,2.85714285714286,0,17.1428571428571,0,0,2.85714285714286,0,25.7142857142857,0,0
"P50ARMS2A_4T",43.75,2.08333333333333,2.08333333333333,0,16.6666666666667,0,2.08333333333333,0,0,2.08333333333333,0,27.0833333333333,4.16666666666667,0
"P50ARMS2A_5B",34.6938775510204,20.4081632653061,18.3673469387755,2.04081632653061,4.08163265306122,0,2.04081632653061,2.04081632653061,0,6.12244897959184,0,8.16326530612245,0,2.04081632653061
"P50ARMS2A_5T",17.6470588235294,5.88235294117647,0,0,2.94117647058824,0,11.7647058823529,0,14.7058823529412,0,0,26.4705882352941,11.7647058823529,8.82352941176471
"P50ARMS2A_6B",20,14.2857142857143,31.4285714285714,0,0,0,0,0,0,5.71428571428571,0,25.7142857142857,2.85714285714286,0
"P50ARMS2A_6T",52.0833333333333,0,0,0,10.4166666666667,0,0,4.16666666666667,2.08333333333333,0,0,12.5,8.33333333333333,10.4166666666667
"P50ARMS2A_7B",35.4166666666667,31.25,16.6666666666667,0,2.08333333333333,0,0,0,0,4.16666666666667,0,8.33333333333333,2.08333333333333,0
"P50ARMS2A_7T",15.7894736842105,2.63157894736842,7.89473684210526,0,2.63157894736842,0,5.26315789473684,0,5.26315789473684,5.26315789473684,0,36.8421052631579,5.26315789473684,13.1578947368421
"P50ARMS2A_8B",11.4285714285714,5.71428571428571,31.4285714285714,0,0,0,2.85714285714286,2.85714285714286,0,0,0,37.1428571428571,2.85714285714286,5.71428571428571
"P50ARMS2A_8T",36.734693877551,8.16326530612245,8.16326530612245,0,12.2448979591837,0,0,0,0,2.04081632653061,0,8.16326530612245,2.04081632653061,22.4489795918367
"P50ARMS2A_9B",32,22,12,0,6,0,2,2,0,16,0,4,0,4
"P50ARMS2B_1T",0,10.2564102564103,0,0,5.12820512820513,0,28.2051282051282,0,0,5.12820512820513,0,25.6410256410256,0,25.6410256410256
"P50ARMS2B_2B",0,11.7647058823529,41.1764705882353,0,0,0,14.7058823529412,2.94117647058824,0,0,0,20.5882352941176,0,8.82352941176471
"P50ARMS2B_2T",2.04081632653061,20.4081632653061,0,0,24.4897959183673,0,8.16326530612245,0,0,8.16326530612245,0,18.3673469387755,0,18.3673469387755
"P50ARMS2B_3B",0,50,48,0,0,0,0,0,0,0,0,0,0,2
"P50ARMS2B_3T",0,28.9473684210526,0,0,0,0,15.7894736842105,0,0,2.63157894736842,0,31.5789473684211,0,21.0526315789474
"P50ARMS2B_4B",7.89473684210526,15.7894736842105,31.5789473684211,0,0,0,7.89473684210526,0,0,2.63157894736842,0,28.9473684210526,0,5.26315789473684
"P50ARMS2B_4T",0,27.0833333333333,2.08333333333333,0,6.25,0,2.08333333333333,0,0,12.5,0,18.75,0,31.25
"P50ARMS2B_5B",4.08163265306122,36.734693877551,30.6122448979592,0,0,0,0,0,0,6.12244897959184,0,14.2857142857143,0,8.16326530612245
"P50ARMS2B_5T",5.12820512820513,25.6410256410256,0,0,0,0,7.69230769230769,0,5.12820512820513,5.12820512820513,0,17.9487179487179,0,33.3333333333333
"P50ARMS2B_6B",8.10810810810811,21.6216216216216,29.7297297297297,0,0,0,5.40540540540541,0,0,8.10810810810811,0,24.3243243243243,0,2.7027027027027
"P50ARMS2B_6T",0,22.4489795918367,10.2040816326531,0,8.16326530612245,0,22.4489795918367,0,0,6.12244897959184,0,6.12244897959184,0,24.4897959183673
"P50ARMS2B_7B",0,42.8571428571429,18.3673469387755,0,4.08163265306122,0,18.3673469387755,0,0,2.04081632653061,0,10.2040816326531,0,4.08163265306122
"P50ARMS2B_7T",2.85714285714286,20,2.85714285714286,0,2.85714285714286,0,5.71428571428571,0,2.85714285714286,5.71428571428571,0,45.7142857142857,0,11.4285714285714
"P50ARMS2B_8B",16.2790697674419,25.5813953488372,27.906976744186,0,0,0,4.65116279069767,0,0,2.32558139534884,0,23.2558139534884,0,0
"P50ARMS2B_8T",0,54.1666666666667,0,0,14.5833333333333,0,4.16666666666667,0,0,0,0,6.25,0,20.8333333333333
"P50ARMS2B_9B",0,39.5833333333333,37.5,0,6.25,0,10.4166666666667,0,0,0,0,4.16666666666667,0,2.08333333333333
"P50ARMS2C_1T",0,4.54545454545455,0,0,2.27272727272727,0,22.7272727272727,0,0,20.4545454545455,0,36.3636363636364,0,13.6363636363636
"P50ARMS2C_2B",17.5,20,20,0,2.5,0,10,0,0,0,0,30,0,0
"P50ARMS2C_2T",41.6666666666667,8.33333333333333,0,0,6.25,0,4.16666666666667,2.08333333333333,0,4.16666666666667,0,22.9166666666667,2.08333333333333,8.33333333333333
"P50ARMS2C_3B",31.25,14.5833333333333,20.8333333333333,0,12.5,0,2.08333333333333,2.08333333333333,0,0,0,16.6666666666667,0,0
"P50ARMS2C_3T",7.89473684210526,5.26315789473684,0,0,5.26315789473684,0,21.0526315789474,0,0,2.63157894736842,0,31.5789473684211,0,26.3157894736842
"P50ARMS2C_4B",9.52380952380952,9.52380952380952,23.8095238095238,0,4.76190476190476,0,2.38095238095238,0,0,0,0,45.2380952380952,0,4.76190476190476
"P50ARMS2C_4T",24,18,0,0,22,0,2,0,2,0,0,20,2,10
"P50ARMS2C_5B",31.25,6.25,22.9166666666667,0,8.33333333333333,0,0,2.08333333333333,0,6.25,0,18.75,0,4.16666666666667
"P50ARMS2C_5T",12.5,2.5,0,0,7.5,0,12.5,0,0,10,0,25,0,30
"P50ARMS2C_6B",7.69230769230769,5.12820512820513,41.025641025641,0,0,0,0,2.56410256410256,2.56410256410256,0,0,38.4615384615385,0,2.56410256410256
"P50ARMS2C_6T",37.5,8.33333333333333,0,0,14.5833333333333,0,6.25,2.08333333333333,0,4.16666666666667,0,10.4166666666667,8.33333333333333,8.33333333333333
"P50ARMS2C_7B",51.063829787234,2.12765957446809,8.51063829787234,0,8.51063829787234,0,0,0,0,2.12765957446809,0,25.531914893617,0,2.12765957446809
"P50ARMS2C_7T",13.5135135135135,8.10810810810811,2.7027027027027,0,0,0,8.10810810810811,0,2.7027027027027,8.10810810810811,0,37.8378378378378,0,18.9189189189189
"P50ARMS2C_8B",14.2857142857143,5.71428571428571,34.2857142857143,0,2.85714285714286,0,0,0,2.85714285714286,2.85714285714286,0,34.2857142857143,0,2.85714285714286
"P50ARMS2C_8T",38.7755102040816,10.2040816326531,2.04081632653061,0,8.16326530612245,0,8.16326530612245,2.04081632653061,2.04081632653061,2.04081632653061,0,14.2857142857143,0,12.2448979591837
"P50ARMS2C_9B",43.4782608695652,13.0434782608696,21.7391304347826,0,2.17391304347826,0,4.34782608695652,0,0,4.34782608695652,0,10.8695652173913,0,0
"P50ARMS3A_1T",0,2.85714285714286,0,0,0,0,22.8571428571429,5.71428571428571,0,0,0,54.2857142857143,2.85714285714286,11.4285714285714
"P50ARMS3A_2B",17.1428571428571,11.4285714285714,2.85714285714286,0,0,0,2.85714285714286,22.8571428571429,0,0,0,40,0,2.85714285714286
"P50ARMS3A_2T",17.0212765957447,2.12765957446809,0,0,0,0,10.6382978723404,36.1702127659575,0,0,0,23.4042553191489,2.12765957446809,8.51063829787234
"P50ARMS3A_3B",10.6382978723404,4.25531914893617,0,0,2.12765957446809,0,0,57.4468085106383,0,0,0,25.531914893617,0,0
"P50ARMS3A_3T",0,6.06060606060606,0,0,0,0,24.2424242424242,3.03030303030303,0,0,0,39.3939393939394,15.1515151515152,12.1212121212121
"P50ARMS3A_4B",2.56410256410256,7.69230769230769,12.8205128205128,0,2.56410256410256,0,2.56410256410256,25.6410256410256,0,0,0,46.1538461538462,0,0
"P50ARMS3A_4T",8.33333333333333,6.25,0,0,0,0,4.16666666666667,22.9166666666667,0,0,0,10.4166666666667,37.5,10.4166666666667
"P50ARMS3A_5B",12.5,4.16666666666667,2.08333333333333,0,6.25,0,6.25,37.5,0,2.08333333333333,0,29.1666666666667,0,0
"P50ARMS3A_5T",0,0,0,0,0,0,2.5,15,0,0,0,25,30,27.5
"P50ARMS3A_6B",10.5263157894737,2.63157894736842,18.4210526315789,0,0,0,2.63157894736842,26.3157894736842,2.63157894736842,0,0,31.5789473684211,0,5.26315789473684
"P50ARMS3A_6T",6,4,0,0,0,0,8,26,0,0,0,16,24,16
"P50ARMS3A_7B",4.08163265306122,4.08163265306122,16.3265306122449,0,4.08163265306122,0,2.04081632653061,38.7755102040816,0,0,0,30.6122448979592,0,0
"P50ARMS3A_7T",0,0,0,0,0,0,15.625,9.375,0,0,0,40.625,12.5,21.875
"P50ARMS3A_8B",7.31707317073171,2.4390243902439,0,0,2.4390243902439,0,2.4390243902439,21.9512195121951,0,0,0,63.4146341463415,0,0
"P50ARMS3A_8T",8.33333333333333,0,0,0,2.08333333333333,0,8.33333333333333,25,0,0,0,18.75,14.5833333333333,22.9166666666667
"P50ARMS3A_9B",14,8,6,0,2,0,6,30,2,0,0,32,0,0
"P50ARMS3B_1T",0,0,0,0,0,0,58.8235294117647,2.94117647058824,0,2.94117647058824,0,20.5882352941176,8.82352941176471,5.88235294117647
"P50ARMS3B_2B",8.57142857142857,2.85714285714286,5.71428571428571,0,0,0,20,8.57142857142857,0,2.85714285714286,0,48.5714285714286,0,2.85714285714286
"P50ARMS3B_2T",31.9148936170213,0,0,0,0,0,10.6382978723404,25.531914893617,0,2.12765957446809,0,19.1489361702128,2.12765957446809,8.51063829787234
"P50ARMS3B_3B",25.531914893617,0,0,0,4.25531914893617,0,4.25531914893617,17.0212765957447,0,0,0,44.6808510638298,0,4.25531914893617
"P50ARMS3B_3T",3.03030303030303,0,6.06060606060606,0,0,0,33.3333333333333,0,0,0,0,27.2727272727273,18.1818181818182,12.1212121212121
"P50ARMS3B_4B",10.2564102564103,2.56410256410256,23.0769230769231,0,0,0,15.3846153846154,7.69230769230769,0,0,0,38.4615384615385,2.56410256410256,0
"P50ARMS3B_4T",36.734693877551,4.08163265306122,0,0,0,0,4.08163265306122,6.12244897959184,0,2.04081632653061,0,6.12244897959184,40.8163265306122,0
"P50ARMS3B_5B",28.5714285714286,4.08163265306122,4.08163265306122,0,2.04081632653061,0,6.12244897959184,28.5714285714286,0,0,0,20.4081632653061,4.08163265306122,2.04081632653061
"P50ARMS3B_5T",5.12820512820513,0,0,0,0,0,7.69230769230769,2.56410256410256,0,0,0,41.025641025641,35.8974358974359,7.69230769230769
"P50ARMS3B_6B",12.5,2.5,7.5,0,0,0,5,25,0,0,0,42.5,2.5,2.5
"P50ARMS3B_6T",8.33333333333333,6.25,0,0,0,0,8.33333333333333,22.9166666666667,0,0,0,25,27.0833333333333,2.08333333333333
"P50ARMS3B_7B",10.6382978723404,6.38297872340426,2.12765957446809,0,4.25531914893617,0,10.6382978723404,27.6595744680851,0,0,0,38.2978723404255,0,0
"P50ARMS3B_7T",9.375,3.125,0,0,0,0,6.25,9.375,0,0,0,28.125,28.125,15.625
"P50ARMS3B_8B",18.9189189189189,2.7027027027027,2.7027027027027,0,0,0,18.9189189189189,13.5135135135135,0,2.7027027027027,0,37.8378378378378,2.7027027027027,0
"P50ARMS3B_8T",8.33333333333333,0,0,0,0,0,6.25,18.75,0,2.08333333333333,0,25,31.25,8.33333333333333
"P50ARMS3B_9B",18,4,0,0,0,0,22,22,0,0,0,30,2,2
"P50ARMS3C_1T",2.4390243902439,0,0,0,0,0,29.2682926829268,2.4390243902439,0,2.4390243902439,0,31.7073170731707,19.5121951219512,12.1951219512195
"P50ARMS3C_2B",13.5135135135135,8.10810810810811,8.10810810810811,0,0,0,8.10810810810811,13.5135135135135,0,0,0,48.6486486486487,0,0
"P50ARMS3C_2T",30,0,4,0,0,0,22,2,0,0,0,16,22,4
"P50ARMS3C_3B",10.6382978723404,4.25531914893617,8.51063829787234,0,0,0,6.38297872340426,21.2765957446809,0,0,0,38.2978723404255,10.6382978723404,0
"P50ARMS3C_3T",11.7647058823529,0,0,0,0,0,38.2352941176471,11.7647058823529,0,0,0,29.4117647058824,5.88235294117647,2.94117647058824
"P50ARMS3C_4B",21.6216216216216,0,2.7027027027027,0,2.7027027027027,0,5.40540540540541,16.2162162162162,0,0,0,51.3513513513513,0,0
"P50ARMS3C_4T",16.6666666666667,0,2.08333333333333,0,0,0,10.4166666666667,18.75,0,0,0,20.8333333333333,22.9166666666667,8.33333333333333
"P50ARMS3C_5B",19.1489361702128,4.25531914893617,0,0,0,0,8.51063829787234,12.7659574468085,0,0,0,51.063829787234,2.12765957446809,2.12765957446809
"P50ARMS3C_5T",2.56410256410256,0,0,0,0,0,33.3333333333333,0,0,0,0,58.974358974359,2.56410256410256,2.56410256410256
"P50ARMS3C_6B",12.5,2.5,10,0,0,0,12.5,2.5,0,0,0,57.5,0,2.5
"P50ARMS3C_6T",19.1489361702128,0,0,0,2.12765957446809,0,6.38297872340426,19.1489361702128,0,6.38297872340426,0,17.0212765957447,23.4042553191489,6.38297872340426
"P50ARMS3C_7B",22.9166666666667,6.25,0,0,4.16666666666667,0,6.25,12.5,2.08333333333333,0,0,29.1666666666667,16.6666666666667,0
"P50ARMS3C_7T",16.2790697674419,2.32558139534884,0,0,0,0,25.5813953488372,2.32558139534884,0,0,0,34.8837209302326,16.2790697674419,2.32558139534884
"P50ARMS3C_8B",23.2558139534884,0,4.65116279069767,0,4.65116279069767,0,0,6.97674418604651,0,0,0,55.8139534883721,4.65116279069767,0
"P50ARMS3C_8T",27.0833333333333,0,0,0,2.08333333333333,0,18.75,2.08333333333333,0,2.08333333333333,0,16.6666666666667,29.1666666666667,2.08333333333333
"P50ARMS3C_9B",8.16326530612245,10.2040816326531,0,0,0,0,6.12244897959184,42.8571428571429,0,0,0,24.4897959183673,6.12244897959184,2.04081632653061
"RUNARMS1A_1T",5,0,0,0,0,0,22.5,0,5,5,0,15,35,12.5
"RUNARMS1A_2B",3.03030303030303,12.1212121212121,0,0,9.09090909090909,0,0,0,9.09090909090909,12.1212121212121,0,24.2424242424242,6.06060606060606,24.2424242424242
"RUNARMS1A_2T",18.75,2.08333333333333,0,0,4.16666666666667,0,4.16666666666667,4.16666666666667,2.08333333333333,2.08333333333333,0,2.08333333333333,37.5,22.9166666666667
"RUNARMS1A_3B",2.08333333333333,45.8333333333333,0,0,2.08333333333333,0,0,2.08333333333333,2.08333333333333,14.5833333333333,0,2.08333333333333,14.5833333333333,14.5833333333333
"RUNARMS1A_3T",2.56410256410256,0,0,0,0,0,30.7692307692308,0,5.12820512820513,0,0,12.8205128205128,35.8974358974359,12.8205128205128
"RUNARMS1A_4B",17.6470588235294,5.88235294117647,2.94117647058824,0,5.88235294117647,0,8.82352941176471,2.94117647058824,14.7058823529412,11.7647058823529,0,5.88235294117647,2.94117647058824,20.5882352941176
"RUNARMS1A_4T",10.2040816326531,10.2040816326531,0,0,0,0,14.2857142857143,4.08163265306122,4.08163265306122,6.12244897959184,0,4.08163265306122,26.530612244898,20.4081632653061
"RUNARMS1A_5B",0,24.4897959183673,0,0,6.12244897959184,0,2.04081632653061,0,14.2857142857143,4.08163265306122,0,12.2448979591837,14.2857142857143,22.4489795918367
"RUNARMS1A_5T",2.7027027027027,2.7027027027027,0,0,0,0,21.6216216216216,0,8.10810810810811,2.7027027027027,0,10.8108108108108,32.4324324324324,18.9189189189189
"RUNARMS1A_6B",5.88235294117647,8.8235294117647,2.94117647058824,2.94117647058824,5.88235294117647,2.94117647058824,5.88235294117647,0,8.82352941176471,8.82352941176471,0,26.4705882352941,2.94117647058824,17.6470588235294
"RUNARMS1A_6T",2.04081632653061,16.3265306122449,0,0,6.12244897959184,0,14.2857142857143,0,0,8.16326530612245,0,0,32.6530612244898,20.4081632653061
"RUNARMS1A_7B",0,34.0909090909091,0,0,2.27272727272727,0,4.54545454545455,0,13.6363636363636,6.81818181818182,0,4.54545454545455,9.09090909090909,25
"RUNARMS1A_7T",7.89473684210526,2.63157894736842,0,0,5.26315789473684,0,21.0526315789474,0,5.26315789473684,5.26315789473684,0,7.89473684210526,23.6842105263158,21.0526315789474
"RUNARMS1A_8B",0,20.4545454545455,6.81818181818182,9.09090909090909,0,0,4.54545454545455,2.27272727272727,13.6363636363636,9.09090909090909,0,15.9090909090909,0,18.1818181818182
"RUNARMS1A_8T",11.1111111111111,13.3333333333333,0,0,0,0,6.66666666666667,0,0,2.22222222222222,0,0,51.1111111111111,15.5555555555556
"RUNARMS1A_9B",12.5,31.25,0,0,6.25,0,10.4166666666667,0,6.25,10.4166666666667,0,4.16666666666667,4.16666666666667,14.5833333333333
"RUNARMS1B_1T",9.75609756097561,0,0,0,2.4390243902439,0,26.8292682926829,0,4.8780487804878,4.8780487804878,0,29.2682926829268,12.1951219512195,9.75609756097561
"RUNARMS1B_2B",15.1515151515152,21.2121212121212,0,0,0,0,3.03030303030303,0,6.06060606060606,15.1515151515152,0,27.2727272727273,0,12.1212121212121
"RUNARMS1B_2T",6,0,0,0,0,0,18,0,4,10,0,12,38,12
"RUNARMS1B_3B",6.52173913043478,2.17391304347826,0,0,0,0,6.52173913043478,0,32.6086956521739,10.8695652173913,0,30.4347826086957,2.17391304347826,8.69565217391304
"RUNARMS1B_3T",2.38095238095238,2.38095238095238,0,0,0,0,23.8095238095238,4.76190476190476,2.38095238095238,2.38095238095238,0,14.2857142857143,30.952380952381,16.6666666666667
"RUNARMS1B_4B",11.4285714285714,5.71428571428571,0,2.85714285714286,0,0,0,0,2.85714285714286,14.2857142857143,0,31.4285714285714,5.71428571428571,25.7142857142857
"RUNARMS1B_4T",7.14285714285714,4.76190476190476,0,0,2.38095238095238,0,14.2857142857143,4.76190476190476,11.9047619047619,0,0,14.2857142857143,28.5714285714286,11.9047619047619
"RUNARMS1B_5B",38,16,0,0,6,0,0,4,2,8,0,4,2,20
"RUNARMS1B_5T",0,0,2.85714285714286,8.57142857142857,0,0,28.5714285714286,0,0,0,0,14.2857142857143,22.8571428571429,22.8571428571429
"RUNARMS1B_6B",0,0,3.2258064516129,0,0,0,3.2258064516129,0,0,16.1290322580645,0,41.9354838709677,0,35.4838709677419
"RUNARMS1B_6T",8.51063829787234,0,0,0,4.25531914893617,0,8.51063829787234,6.38297872340426,4.25531914893617,0,0,10.6382978723404,34.0425531914894,23.4042553191489
"RUNARMS1B_7B",4.08163265306122,10.2040816326531,0,0,12.2448979591837,0,0,0,2.04081632653061,2.04081632653061,0,26.530612244898,16.3265306122449,26.530612244898
"RUNARMS1B_7T",2.77777777777778,2.77777777777778,0,0,2.77777777777778,0,5.55555555555556,25,0,5.55555555555556,0,2.77777777777778,27.7777777777778,25
"RUNARMS1B_8B",11.4285714285714,17.1428571428571,0,0,2.85714285714286,0,2.85714285714286,0,8.57142857142857,5.71428571428571,0,31.4285714285714,0,20
"RUNARMS1B_8T",2.04081632653061,4.08163265306122,0,0,4.08163265306122,0,2.04081632653061,0,6.12244897959184,4.08163265306122,0,22.4489795918367,30.6122448979592,24.4897959183673
"RUNARMS1B_9B",0,25.531914893617,4.25531914893617,0,10.6382978723404,0,2.12765957446809,2.12765957446809,8.51063829787234,10.6382978723404,0,14.8936170212766,10.6382978723404,10.6382978723404
"RUNARMS1C_1T",3.125,0,0,0,6.25,0,28.125,0,0,3.125,0,0,37.5,21.875
"RUNARMS1C_2B",0,24.390243902439,4.8780487804878,0,0,0,17.0731707317073,0,7.31707317073171,21.9512195121951,0,9.75609756097561,0,14.6341463414634
"RUNARMS1C_2T",4,10,0,0,14,0,2,0,2,12,0,2,36,18
"RUNARMS1C_3B",0,0,0,0,22.4489795918367,0,10.2040816326531,0,10.2040816326531,26.530612244898,0,4.08163265306122,0,26.530612244898
"RUNARMS1C_3T",10.8108108108108,13.5135135135135,0,0,5.40540540540541,0,16.2162162162162,0,0,18.9189189189189,0,0,27.027027027027,8.10810810810811
"RUNARMS1C_4B",8.8235294117647,17.6470588235294,5.88235294117647,5.88235294117647,0,0,8.82352941176471,0,2.94117647058824,11.7647058823529,0,11.7647058823529,2.94117647058824,23.5294117647059
"RUNARMS1C_4T",22,4,0,0,0,2,0,0,0,2,0,0,44,26
"RUNARMS1C_5B",38,2,0,0,10,2,2,0,2,4,0,2,10,28
"RUNARMS1C_5T",10.5263157894737,13.1578947368421,0,0,5.26315789473684,5.26315789473684,18.4210526315789,0,0,5.26315789473684,0,7.89473684210526,21.0526315789474,13.1578947368421
"RUNARMS1C_6B",7.14285714285714,7.14285714285714,14.2857142857143,0,0,0,7.14285714285714,0,0,14.2857142857143,0,26.1904761904762,0,23.8095238095238
"RUNARMS1C_6T",6.12244897959184,0,0,0,0,0,10.2040816326531,0,0,4.08163265306122,0,8.16326530612245,38.7755102040816,32.6530612244898
"RUNARMS1C_7B",0,0,2,0,6,0,30,0,6,8,0,4,22,22
"RUNARMS1C_7T",16.2790697674419,2.32558139534884,0,0,0,0,4.65116279069767,0,6.97674418604651,4.65116279069767,0,2.32558139534884,32.5581395348837,30.2325581395349
"RUNARMS1C_8B",8.10810810810811,0,5.40540540540541,0,0,0,10.8108108108108,0,2.7027027027027,35.1351351351351,0,13.5135135135135,0,24.3243243243243
"RUNARMS1C_8T",40.8163265306122,4.08163265306122,0,0,0,2.04081632653061,0,0,2.04081632653061,20.4081632653061,0,0,12.2448979591837,18.3673469387755
"RUNARMS1C_9B",14.2857142857143,14.2857142857143,0,0,0,0,16.3265306122449,0,8.16326530612245,20.4081632653061,0,0,14.2857142857143,12.2448979591837
"RUNARMS2A_1T",0,0,0,0,2.56410256410256,0,17.9487179487179,0,0,5.12820512820513,0,15.3846153846154,28.2051282051282,30.7692307692308
"RUNARMS2A_2B",7.89473684210526,0,0,0,0,0,5.26315789473684,0,2.63157894736842,23.6842105263158,0,23.6842105263158,0,36.8421052631579
"RUNARMS2A_2T",14.2857142857143,0,0,0,4.08163265306122,2.04081632653061,4.08163265306122,0,0,8.16326530612245,0,4.08163265306122,38.7755102040816,24.4897959183673
"RUNARMS2A_3B",0,2.27272727272727,0,0,20.4545454545455,0,2.27272727272727,2.27272727272727,6.81818181818182,6.81818181818182,0,13.6363636363636,2.27272727272727,43.1818181818182
"RUNARMS2A_3T",2.4390243902439,0,4.8780487804878,0,0,0,21.9512195121951,0,4.8780487804878,14.6341463414634,0,4.8780487804878,26.8292682926829,19.5121951219512
"RUNARMS2A_4B",10.2564102564103,0,12.8205128205128,0,0,2.56410256410256,12.8205128205128,7.69230769230769,5.12820512820513,7.69230769230769,0,17.9487179487179,2.56410256410256,20.5128205128205
"RUNARMS2A_4T",8.16326530612245,4.08163265306122,0,0,6.12244897959184,0,6.12244897959184,0,2.04081632653061,16.3265306122449,0,8.16326530612245,26.530612244898,22.4489795918367
"RUNARMS2A_5B",0,6.12244897959184,0,0,8.16326530612245,0,12.2448979591837,0,14.2857142857143,22.4489795918367,0,12.2448979591837,0,24.4897959183673
"RUNARMS2A_5T",5.71428571428571,0,5.71428571428571,0,0,0,14.2857142857143,0,5.71428571428571,14.2857142857143,0,2.85714285714286,31.4285714285714,20
"RUNARMS2A_6B",0,9.09090909090909,0,0,3.03030303030303,0,6.06060606060606,9.09090909090909,3.03030303030303,6.06060606060606,0,30.3030303030303,3.03030303030303,30.3030303030303
"RUNARMS2A_6T",4.08163265306122,0,10.2040816326531,0,0,4.08163265306122,16.3265306122449,0,4.08163265306122,8.16326530612245,0,0,38.7755102040816,14.2857142857143
"RUNARMS2A_7B",6.25,12.5,0,0,6.25,0,10.4166666666667,2.08333333333333,4.16666666666667,20.8333333333333,0,8.33333333333333,4.16666666666667,25
"RUNARMS2A_7T",0,0,0,0,2.63157894736842,0,28.9473684210526,0,2.63157894736842,15.7894736842105,0,15.7894736842105,7.89473684210526,26.3157894736842
"RUNARMS2A_8B",2.7027027027027,2.7027027027027,2.7027027027027,2.7027027027027,5.40540540540541,0,10.8108108108108,2.7027027027027,5.40540540540541,5.40540540540541,0,27.027027027027,5.40540540540541,27.027027027027
"RUNARMS2A_8T",8.33333333333333,6.25,0,0,8.33333333333333,0,14.5833333333333,2.08333333333333,0,2.08333333333333,0,6.25,12.5,39.5833333333333
"RUNARMS2A_9B",15.5555555555556,6.66666666666667,0,0,2.22222222222222,0,17.7777777777778,6.66666666666667,4.44444444444444,17.7777777777778,0,2.22222222222222,4.44444444444444,22.2222222222222
"RUNARMS2B_1T",3.03030303030303,0,0,0,3.03030303030303,0,6.06060606060606,0,0,12.1212121212121,0,12.1212121212121,39.3939393939394,24.2424242424242
"RUNARMS2B_2B",7.5,20,0,0,0,0,17.5,0,0,12.5,0,7.5,2.5,32.5
"RUNARMS2B_2T",0,10.6382978723404,0,0,21.2765957446809,0,2.12765957446809,0,0,8.51063829787234,0,2.12765957446809,19.1489361702128,36.1702127659575
"RUNARMS2B_3B",0,14.2857142857143,0,0,6.12244897959184,0,16.3265306122449,2.04081632653061,2.04081632653061,14.2857142857143,0,14.2857142857143,0,30.6122448979592
"RUNARMS2B_3T",2.77777777777778,0,0,0,2.77777777777778,0,22.2222222222222,0,0,2.77777777777778,0,8.33333333333333,30.5555555555556,30.5555555555556
"RUNARMS2B_4B",22.5,5,0,0,0,0,7.5,0,2.5,15,0,22.5,0,25
"RUNARMS2B_4T",4.34782608695652,0,0,0,21.7391304347826,0,6.52173913043478,2.17391304347826,0,10.8695652173913,0,4.34782608695652,21.7391304347826,28.2608695652174
"RUNARMS2B_5B",2.04081632653061,24.4897959183673,0,0,18.3673469387755,0,10.2040816326531,0,8.16326530612245,8.16326530612245,0,12.2448979591837,0,16.3265306122449
"RUNARMS2B_5T",0,2.77777777777778,0,2.77777777777778,0,0,22.2222222222222,0,0,5.55555555555556,0,11.1111111111111,30.5555555555556,25
"RUNARMS2B_6B",5.55555555555556,0,0,8.33333333333333,2.77777777777778,0,5.55555555555556,0,2.77777777777778,11.1111111111111,0,33.3333333333333,0,30.5555555555556
"RUNARMS2B_6T",10.8695652173913,2.17391304347826,0,0,8.69565217391304,0,13.0434782608696,0,0,4.34782608695652,0,2.17391304347826,32.6086956521739,26.0869565217391
"RUNARMS2B_7B",4.08163265306122,16.3265306122449,0,0,10.2040816326531,0,6.12244897959184,0,6.12244897959184,10.2040816326531,0,10.2040816326531,6.12244897959184,30.6122448979592
"RUNARMS2B_7T",0,2.63157894736842,0,0,2.63157894736842,2.63157894736842,26.3157894736842,0,2.63157894736842,2.63157894736842,0,2.63157894736842,31.5789473684211,26.3157894736842
"RUNARMS2B_8B",0,13.5135135135135,2.7027027027027,0,5.40540540540541,0,2.7027027027027,0,5.40540540540541,5.40540540540541,0,13.5135135135135,2.7027027027027,48.6486486486487
"RUNARMS2B_8T",8.33333333333333,6.25,0,0,8.33333333333333,0,4.16666666666667,0,6.25,6.25,0,12.5,20.8333333333333,27.0833333333333
"RUNARMS2B_9B",8.33333333333333,16.6666666666667,0,0,8.33333333333333,0,4.16666666666667,0,10.4166666666667,6.25,0,16.6666666666667,2.08333333333333,27.0833333333333
"RUNARMS2C_1T",0,0,0,0,6.06060606060606,0,24.2424242424242,0,6.06060606060606,0,0,3.03030303030303,30.3030303030303,30.3030303030303
"RUNARMS2C_2B",0,17.6470588235294,0,0,2.94117647058824,0,5.88235294117647,0,8.82352941176471,17.6470588235294,0,14.7058823529412,0,32.3529411764706
